"phenocode","phenotype","category","pval","beta_altC","sebeta","mlogp","maf","n_case","n_control","bonferroni_sig","fdr","rank"
"CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_NAS_EXALLC","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue (controls excluding all cancers)","II Neoplasms from hospital discharges (CD2_)",NA,NA,NA,NA,NA,303,378749,NA,NA,563
"CD2_TNK_LYMPHOMA_EXALLC","Mature T/NK-cell lymphomas, hilmo (controls excluding all cancers)","II Neoplasms from hospital discharges (CD2_)",NA,NA,NA,NA,NA,440,378749,NA,NA,564
"CD2_UVEAMELANOMA_EXALLC","Melanoma of uvea (controls excluding all cancers)","II Neoplasms from hospital discharges (CD2_)",NA,NA,NA,NA,NA,332,378749,NA,NA,565
"CHARCOT","Charcot foot","Comorbidities of Diabetes",NA,NA,NA,NA,NA,594,360342,NA,NA,566
"CHILDHOOD_ALLERGY","Childhood allergy (age < 16)","Asthma and related endpoints",NA,NA,NA,NA,NA,8089,492259,NA,NA,567
"CHIRBIL_NAS","Biliary cirrhosis, NAS","Gastrointestinal endpoints",NA,NA,NA,NA,NA,92,500256,NA,NA,568
"CHIRHEP_NAS","Cirrhosis of liver, NAS","Gastrointestinal endpoints",NA,NA,NA,NA,NA,1703,494803,NA,NA,569
"CHONDRO_OTH","Other chondrocalcinosis","Rheuma endpoints",NA,NA,NA,NA,NA,379,499728,NA,NA,570
"CHRONHEP_NAS","Chronic hepatitis NAS","Gastrointestinal endpoints",NA,NA,NA,NA,NA,461,499887,NA,NA,571
"CHRONLARGE","Crohn's disease of large intestine","Gastrointestinal endpoints",NA,NA,NA,NA,NA,2049,476577,NA,NA,572
"CHRONMYELOPRO","Chronic myeloproliferative disease","Other, not yet classified endpoints (same as #MISC)",NA,NA,NA,NA,NA,433,497256,NA,NA,573
"CHRONNAS","Crohn's disease NAS","Gastrointestinal endpoints",NA,NA,NA,NA,NA,2602,476577,NA,NA,574
"CHRONOTH","Other Crohn's disease","Gastrointestinal endpoints",NA,NA,NA,NA,NA,2819,476577,NA,NA,575
"CHRONSMALL","Crohn's disease of small intestine","Gastrointestinal endpoints",NA,NA,NA,NA,NA,2740,476577,NA,NA,576
"CHRYSTAL_NOS","Other/unspecified crystal arthropathies","Rheuma endpoints",NA,NA,NA,NA,NA,195,499728,NA,NA,577
"CIRRHOSIS_BROAD","Cirrhosis, broad definition used in the article https://doi.org/10.1101/594523","Gastrointestinal endpoints",NA,NA,NA,NA,NA,5545,494803,NA,NA,578
"CML","Chronic myeloid leukaemia [CML], BCR/ABL-positive","Other, not yet classified endpoints (same as #MISC)",NA,NA,NA,NA,NA,301,497256,NA,NA,579
"CMV_HEPATITIS","Cytomegaloviral hepatitis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,92,499622,NA,NA,580
"CMV_NOS","Other/unspecified cytomegaloviral diseases","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,604,499622,NA,NA,581
"CMV_PNEUMONIA","Cytomegaloviral pneumonitis","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,55,499622,NA,NA,582
"COLONPSEUDOP","Pseudopolyposis of colon","Gastrointestinal endpoints",NA,NA,NA,NA,NA,106,476577,NA,NA,583
"CONGEN_HEART_ARTER","Congenital malformations of heart and great arteries","Cardiometabolic endpoints",NA,NA,NA,NA,NA,5303,495045,NA,NA,584
"COPD_EARLY","Early onset COPD","COPD and related endpoints",NA,NA,NA,NA,NA,9491,477322,NA,NA,585
"COPD_INSUFFICIENCY","COPD-related respiratory insufficiency","Comorbidities of COPD",NA,NA,NA,NA,NA,4541,477322,NA,NA,586
"COPD_LATER","Later onset COPD","COPD and related endpoints",NA,NA,NA,NA,NA,13535,215585,NA,NA,587
"COPD_OPPORTUNIST_INFECTIONS","COPD related to chronic (opportunist) infections","COPD and related endpoints",NA,NA,NA,NA,NA,814,477322,NA,NA,588
"CPAP","Continuous positive airway pressure","Interstitial lung disease endpoints",NA,NA,NA,NA,NA,9427,211497,NA,NA,589
"CREST","CR(E)ST syndrome","Rheuma endpoints",NA,NA,NA,NA,NA,514,499834,NA,NA,590
"CROHN_ARTHR","Arthropathy in Crohn disease","Rheuma endpoints",NA,NA,NA,NA,NA,355,495332,NA,NA,591
"CURRENT_SMOKER","Current smoker","Miscellaneous, not yet classified endpoints",NA,NA,NA,NA,NA,77563,150355,NA,NA,592
"C_DIFFICILE_ENTEROCOLITIS","Enterocolitis due to Clostridium difficile","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,4250,492689,NA,NA,593
"C_STROKE","STROKE","Comorbidities of Diabetes",NA,NA,NA,NA,NA,53492,360342,NA,NA,594
"D3_ACQCOAFACDEF","Acquired coagulation factor deficiency","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,56,492275,NA,NA,595
"D3_ACQHAEMOLYTICANAEMIA","Acquired haemolytic anaemia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,803,499230,NA,NA,596
"D3_ACQHAEMOLYTICANAEMIANAS","Other and unspecified acquired haemolytic anaemias","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,307,499230,NA,NA,597
"D3_ACUTEPOSTBLEEDANAEMIA","Acute posthaemorrhagic anaemia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,1295,479581,NA,NA,598
"D3_AGRANULOCYTOSIS","Agranulocytosis","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,4238,491224,NA,NA,599
"D3_AIHA_OTHER","Other autoimmune haemolytic anaemias","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,386,499230,NA,NA,600
"D3_ALLERGPURPURA","Allergic purpura","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,1140,492275,NA,NA,601
"D3_ANAEMIA","Anaemias","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,37924,111976,NA,NA,602
"D3_ANAEMIANAS","Other and unspecified anaemias","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,18961,479581,NA,NA,603
"D3_ANAEMIA_B12_DEF","Vitamin B12 deficiency anaemia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,4426,477015,NA,NA,604
"D3_ANAEMIA_IRONDEF","Iron deficiency anaemia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,19321,477015,NA,NA,605
"D3_ANAEMIA_IRONDEF_BLOODLOSS","Iron deficiency anaemia secondary to blood loss (chronic)","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,6667,477015,NA,NA,606
"D3_ANAEMIA_IRONDEF_NAS","Other and unspecified iron deficiency","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,14595,477015,NA,NA,607
"D3_BLOODNAS","Other and unspecified diseases of blood and blood-forming organs","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,864,491224,NA,NA,608
"D3_BLOODOTHER","Other diseases of blood and blood-forming organs, wide","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,9124,491224,NA,NA,609
"D3_COAGDEF","Chronic Coagulation defects","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,876,499472,NA,NA,610
"D3_COAGDEFNAS","Other and unspecified coagulation defects","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,1786,492275,NA,NA,611
"D3_COAGDEF_PURPUR_HAEMORRHAGIC","Coagulation defects, purpura and other haemorrhagic conditions","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,8073,492275,NA,NA,612
"D3_COAGOTHER","Other coagulation defects","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,2769,492275,NA,NA,613
"D3_COMBIMMUDEF","Combined immunodeficiencies","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,382,492311,NA,NA,614
"D3_COMPLEMENTDEF","Defects in the complement system","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,237,492311,NA,NA,615
"D3_CRYOGLOBU","Cryoglobulinemia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,53,492311,NA,NA,616
"D3_CVID","Common variable immunodeficiency","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,216,492311,NA,NA,617
"D3_CVID_BCELL","Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,82,492311,NA,NA,618
"D3_CYSTSPLEEN","Cyst of spleen","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,65,491224,NA,NA,619
"D3_DEF_IGG","Selective deficiency of immunoglobulin G [IgG] subclasses","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,237,492311,NA,NA,620
"D3_DEF_IIGA","Selective deficiency of immunoglobulin A [IgA]y","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,146,492311,NA,NA,621
"D3_DISSEINTRAVASCCOAG","Disseminated intravascular coagulation [defibrination syndrome]","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,103,492275,NA,NA,622
"D3_FAMIERYTHROCYTOCIS","Familial erythrocytosis","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,177,491224,NA,NA,623
"D3_HAEMOLYTICANAEMIA","Haemolytic anaemias","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,1118,499230,NA,NA,624
"D3_HAEMORRHAGCIRGUANTICO","Haemorrhagic disorder due to circulating anticoagulants","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,389,492275,NA,NA,625
"D3_HAEMORRHAGICNAS","Other and unspecified haemorrhagic conditions","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,553,492275,NA,NA,626
"D3_HEREDFVIIIDEF","Hereditary factor VIII deficiency","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,95,492275,NA,NA,627
"D3_HEREDHYPOGAMMA","Hereditary hypogammaglobulinemia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,126,492311,NA,NA,628
"D3_HEREDOTHCLOFACTORS","Hereditary deficiency of other clotting factors","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,310,492275,NA,NA,629
"D3_HYPERSPLENISM","Hypersplenism","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,142,491224,NA,NA,630
"D3_IMMUDEF","Immunodeficiencies","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,1747,498601,NA,NA,631
"D3_IMMUDEFANTIBODY","Immunodeficiency with predominantly antibody defects","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,919,492311,NA,NA,632
"D3_IMMUDEFANTIBODYNAS","Other and unspecified immunodeficiencies with predominantly antibody defects","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,425,492311,NA,NA,633
"D3_IMMUDEFNAS","Other or unspecified immunodeficiency","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,126,492311,NA,NA,634
"D3_IMMUDEFOTHER","Other immunodeficiencies","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,381,492311,NA,NA,635
"D3_IMMUDEFWITHMAJORDEF","Immunodeficiency associated with other major defects","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,88,492311,NA,NA,636
"D3_IMMUNEMECHANISM","Certain disorders involving the immune mechanism","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,8037,492311,NA,NA,637
"D3_INFARCTSPLEEN","Infarction of spleen","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,186,491224,NA,NA,638
"D3_ITP","Idiopathic thrombocytopenic purpura","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,1064,492275,NA,NA,639
"D3_KELA_IMMUDEF","Kela reimbursement Agammaglobulinemia (D80-84)","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,287,492311,NA,NA,640
"D3_NEFELOF","Nezelof syndrome","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,149,492311,NA,NA,641
"D3_NOCT_HAEMOGLOBINURIA","Other nonautoimmune haemolytic anaemias","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,55,499230,NA,NA,642
"D3_NONAIHA_OTHER","Haemolytic-uraemic syndrome","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,84,499230,NA,NA,643
"D3_NONHEREDHYPOGAMMA","Nonhereditary hypogammaglobulinemia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,364,492311,NA,NA,644
"D3_NUTRIANAEMIAOTHER","Other nutritional anaemias","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,360,477015,NA,NA,645
"D3_OTHDISLYMPHORETANDRETICULOHIST","Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,114,491224,NA,NA,646
"D3_OTHERAPLASTICANAEMIA","Other and unspecified aplastic anaemias","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,374,479581,NA,NA,647
"D3_OTHERBLOOD","Other diseases of blood and blood-forming organs","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,2517,491224,NA,NA,648
"D3_OTHERWHITECELL","Other disorders of white blood cells","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,1966,491224,NA,NA,649
"D3_OTHNONTHROMBOCYTOPENPURPURA","Other nonthrombocytopenic purpura","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,298,492275,NA,NA,650
"D3_PURPURA_AND3_OTHER_HAEMORRHAGIC","Purpura and other haemorrhagic conditions","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,5340,492275,NA,NA,651
"D3_QUALIPATELETDEF","Qualitative platelet defects","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,131,492275,NA,NA,652
"D3_SARCOIDOSIS","Sarcoidosis","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,5411,492311,NA,NA,653
"D3_SCIDA","Severe combined immunodeficiency [SCID] with reticular dysgenesis","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,104,492311,NA,NA,654
"D3_SCNDPOLYCYTHAEMIA","Secondary polycythaemia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,809,491224,NA,NA,655
"D3_SCNDTHROMBOCYTOPENIA","Secondary thrombocytopenia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,405,492275,NA,NA,656
"D3_SICKLECELLDIS","Sickle-cell disorders","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,72,499230,NA,NA,657
"D3_SIDEROANAEMIAHERED","Hereditary sideroblastic anaemia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,132,479581,NA,NA,658
"D3_SIDEROANAMIEAOTHER","Other sideroblastic anaemias","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,132,479581,NA,NA,659
"D3_SPLEENNAS","Other and unspecified diseases of spleen","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,136,491224,NA,NA,660
"D3_THROMBOCYTOPENIANAS","Thrombocytopenia, unspecified","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,2567,492275,NA,NA,661
"D3_WHITEBLOODCELLNAS","Other and unspecified disorders of white blood cells","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,1414,491224,NA,NA,662
"DERMATOPOLY_FG","Dermatopolymyositis (FG)","Rheuma endpoints",NA,NA,NA,NA,NA,500,374317,NA,NA,663
"DM_MACULOPATHY","Diabetic maculopathy","Diabetes endpoints",NA,NA,NA,NA,NA,4603,82287,NA,NA,664
"DM_NEPHROPATHY","Diabetic nephropathy","Diabetes endpoints",NA,NA,NA,NA,NA,5579,90951,NA,NA,665
"DM_NEPHROPATHY_EXMORE","Diabetic nephropathy (more control exclusions)","Diabetes endpoints",NA,NA,NA,NA,NA,5579,59084,NA,NA,666
"DM_NEUROPATHY","Diabetic neuropathy","Diabetes endpoints",NA,NA,NA,NA,NA,3862,92612,NA,NA,667
"DM_RETINOPATHY","Diabetic retinopathy","Diabetes endpoints",NA,NA,NA,NA,NA,14142,82287,NA,NA,668
"DM_RETINOPATHY_EXMORE","Diabetic retinopathy (more control exclusions)","Diabetes endpoints",NA,NA,NA,NA,NA,14142,59084,NA,NA,669
"DM_RETINOPATHY_STRICT","Diabetic retinopathy, strict definition","Diabetes endpoints",NA,NA,NA,NA,NA,6833,82271,NA,NA,670
"DRUGADVERS_ACUTE_PANCREATIT","Drug-induced acute pancreatitis","XI Diseases of the digestive system (K11_)",NA,NA,NA,NA,NA,53,500295,NA,NA,671
"DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY","Drug-induced adrenocortical insufficiency","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,581,499767,NA,NA,672
"DRUGADVERS_APLAST_ANAEM","Drug-induced aplastic anaemia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,51,500297,NA,NA,673
"DRUGADVERS_CATAR","Drug-induced cataract","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,802,499546,NA,NA,674
"DRUGADVERS_DYSTON","Drug-induced dystonia","VI Diseases of the nervous system (G6_)",NA,NA,NA,NA,NA,106,500242,NA,NA,675
"DRUGADVERS_GOUT","Drug-induced gout","XIII Diseases of the musculoskeletal system and connective tissue (M13_)",NA,NA,NA,NA,NA,154,500194,NA,NA,676
"DRUGADVERS_HEADA_NOT_ELSEW_CLASSIFIED","Drug-induced headache, not elsewhere classified","VI Diseases of the nervous system (G6_)",NA,NA,NA,NA,NA,186,500162,NA,NA,677
"DRUGADVERS_INTERSTITIAL_LUNG_DISORD_UNSPE","Drug-induced interstitial lung disorders, unspecified","X Diseases of the respiratory system (J10_)",NA,NA,NA,NA,NA,58,500290,NA,NA,678
"DRUGADVERS_NEUTROPENIA","Drug-induced neutropenia","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,2547,497801,NA,NA,679
"DRUGADVERS_OSTEOPO","Drug-induced osteoporosis","XIII Diseases of the musculoskeletal system and connective tissue (M13_)",NA,NA,NA,NA,NA,389,499959,NA,NA,680
"DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT","Drug-induced systemic lupus erythematosus","XIII Diseases of the musculoskeletal system and connective tissue (M13_)",NA,NA,NA,NA,NA,234,500114,NA,NA,681
"DRUGADVERS_TREMOR","Drug-induced tremor","VI Diseases of the nervous system (G6_)",NA,NA,NA,NA,NA,202,500146,NA,NA,682
"DRY_AMD","Dry age-related macular degeneration (includes geographic atrophy)","VII Diseases of the eye and adnexa (H7_)",NA,NA,NA,NA,NA,8570,329258,NA,NA,683
"DUODENAL_ULCER_ACUTE_W_HAEMORRHAGE","Duodenal ulcer - Acute with haemorrhage, drug-induced","XI Diseases of the digestive system (K11_)",NA,NA,NA,NA,NA,57,500291,NA,NA,684
"DUODENAL_ULCER_UNSPE_ACUTE_CHRONIC_WO_HAEMORRHAGE_PERFORATION","Duodenal ulcer - Unspecified as acute or chronic, without haemorrhage or perforation, drug-induced","XI Diseases of the digestive system (K11_)",NA,NA,NA,NA,NA,132,500216,NA,NA,685
"E4_ACIDOSIS","Acidosis","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,670,420066,NA,NA,686
"E4_ACROMEG","Acromegaly and pituitary gigantism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,235,479069,NA,NA,687
"E4_ADDISON","Adrenocortical insufficiency","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,1267,479069,NA,NA,688
"E4_ADREACT","Other adrenocortical overactivity","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,207,479069,NA,NA,689
"E4_ADREMEDHYPER","Adrenomedullary hyperfunction","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,100,479069,NA,NA,690
"E4_ADRENAS","Disorders of adrenal gland, other and/or unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,167,479069,NA,NA,691
"E4_ADRENOGEN","Adrenogenital disorders","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,154,479069,NA,NA,692
"E4_ALKALOSIS","Alkalosis","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,79,420066,NA,NA,693
"E4_AMINO","Other disorders of amino-acid metabolism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,163,420066,NA,NA,694
"E4_AMINOTRANSPORT","Disorders of amino-acid transport","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,59,420066,NA,NA,695
"E4_AMYLNAS","Amyloidosis, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,573,420066,NA,NA,696
"E4_AMYL_ORGAN","Organ-limited amyloidosis","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,133,420066,NA,NA,697
"E4_AMYL_SCNDSYST","Secondary systemic amyloidosis","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,103,420066,NA,NA,698
"E4_ANTIDIU","Syndrome of inappropriate secretion of antidiuretic hormone","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,169,479069,NA,NA,699
"E4_AROMAMINO","Disorders of aromatic amino-acid metabolism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,111,420066,NA,NA,700
"E4_ATROTHY","Atrophy of thyroid (acquired)","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,50,424208,NA,NA,701
"E4_AUTOPOLYFAI","Autoimmune polyglandular failure","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,51,479069,NA,NA,702
"E4_CARBO","Other disorders of carbohydrate metabolism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,167,420066,NA,NA,703
"E4_CARBONAS","Disorder of carbohydrate metabolism, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,116,420066,NA,NA,704
"E4_CARCISDR","Carcinoid syndrome","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,305,479069,NA,NA,705
"E4_CONGEIOD","Congenital iodine-deficiency syndrome/hypothyroidism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,1101,424208,NA,NA,706
"E4_CUSHING","Cushing syndrome","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,391,479069,NA,NA,707
"E4_DELPUB","Delayed puberty","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,310,479069,NA,NA,708
"E4_DIABINSIPIDUS","Diabetes insipidus","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,315,479069,NA,NA,709
"E4_DISPUB","Disorders of puberty","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,585,479069,NA,NA,710
"E4_DYSPOLYGL","Polyglandular dysfunction","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,87,479069,NA,NA,711
"E4_ENDINOTH","Disorders of endocrine glands in diseases classified elsewhere","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,61,479069,NA,NA,712
"E4_ENDODIS","Other endocrine disorders","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,2056,479069,NA,NA,713
"E4_ENDODISNAS","Endocrine disorders, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,721,479069,NA,NA,714
"E4_ENDOGLAND","Disorders of other endocrine glands","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,21279,479069,NA,NA,715
"E4_ENDOMETPOSTOP","Postprocedural endocrine and metabolic disorders, not elsewhere classified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,5016,420066,NA,NA,716
"E4_FE_DEF","Iron deficiency","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,787,467142,NA,NA,717
"E4_FH","Familial hypercholesterolemia","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,6545,420066,NA,NA,718
"E4_FH_IHD","Familial hypercholesterolemia, with ischemic heart disease","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,3596,416260,NA,NA,719
"E4_FLUIDELECTRO","Other disorders of fluid, electrolyte and acid-base balance","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,13550,420066,NA,NA,720
