"phenocode","phenotype","category","pval","beta_altC","sebeta","mlogp","maf","n_case","n_control","bonferroni_sig","fdr","rank"
"E4_FLUIDELECTRONAS","Other disorders of electrolyte and fluid balance, not elsewhere classified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,307,420066,NA,NA,721
"E4_FLUIDOVER","Fluid overload","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,96,420066,NA,NA,722
"E4_GILBERT","Gilbert syndrome","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,259,420066,NA,NA,723
"E4_GOITREDIFF","Nontoxic diffuse goitre","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,1147,424208,NA,NA,724
"E4_GOITREMULTINOD","Nontoxic multinodular goitre","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,8337,424208,NA,NA,725
"E4_GOITRENAS","Other and/or unspecified nontoxic goitre","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,3151,424208,NA,NA,726
"E4_GOITRENOD","Nontoxic single thyroid nodule","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,2775,424208,NA,NA,727
"E4_GRAVES_OPHT_STRICT","Graves ophthalmopathy, strict","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,753,499595,NA,NA,728
"E4_GRAVES_STRICT","Graves disease, strict definition","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,3962,496386,NA,NA,729
"E4_HYPERALDO","Hyperaldosteronism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,931,479069,NA,NA,730
"E4_HYPERALI","Other hyperalimentation","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,107,468693,NA,NA,731
"E4_HYPERALISEQ","Sequelae of hyperalimentation","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,56,468693,NA,NA,732
"E4_HYPERCHOL","Pure hypercholesterolaemia","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,42985,420066,NA,NA,733
"E4_HYPERCHYLO","Hyperchylomicronaemia","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,70,420066,NA,NA,734
"E4_HYPERGLYCER","Pure hyperglyceridaemia","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,789,420066,NA,NA,735
"E4_HYPERKALAEMIA","Hyperkalaemia","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,2019,420066,NA,NA,736
"E4_HYPERLIPMIX","Mixed hyperlipidaemia","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,1495,420066,NA,NA,737
"E4_HYPERLIPNAS","Hyperlipidaemia, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,17615,420066,NA,NA,738
"E4_HYPEROSMHNAT","Hyperosmolality and hypernatraemia","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,455,420066,NA,NA,739
"E4_HYPERPARA","Hyperparathyroidism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,7591,479069,NA,NA,740
"E4_HYPERPIT","Hyperfunction of pituitary gland","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,1917,479069,NA,NA,741
"E4_HYPERPITNAS","Hyperfunction of pituitary gland, other and/or unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,58,479069,NA,NA,742
"E4_HYPERPRO","Hyperprolactinaemia","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,1330,479069,NA,NA,743
"E4_HYPERPRO_ADVERSE","Hyperprolactinaemia, drug-induced","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,196,500152,NA,NA,744
"E4_HYPERURI","Hyperuricaemia without signs of inflammatory arthritis and tophaceous disease","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,157,420066,NA,NA,745
"E4_HYPOCOMA","Nondiabetic hypoglycaemic coma","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,143,496961,NA,NA,746
"E4_HYPOKALAEMIA","Hypokalaemia","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,4638,420066,NA,NA,747
"E4_HYPOOSMNAT","Hypo-osmolality and hyponatraemia","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,7130,420066,NA,NA,748
"E4_HYPOPARA","Hypoparathyroidism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,1249,479069,NA,NA,749
"E4_HYPOPIT","Hypopituitarism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,2665,479069,NA,NA,750
"E4_HYPOTHALDYSF","Hypothalamic dysfunction, including iatrogenic, not elsewhere classified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,67,479069,NA,NA,751
"E4_HYTHYPOSTINF","Postinfectious hypothyroidism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,199,424208,NA,NA,752
"E4_HYTHYSUBS","Hypothyroidism due to medicaments and other exogenous substances","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,367,424208,NA,NA,753
"E4_HYTHY_AI_DX","Hypothyroidism, autoimmune, DX-based","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,133,499660,NA,NA,754
"E4_HYTHY_AI_STRICT","Hypothyroidism, strict autoimmune","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,54752,362639,NA,NA,755
"E4_IRON_MET","Disorders of iron metabolism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,477,420066,NA,NA,756
"E4_KWASHIORKOR","Kwashiorkor","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,53,499678,NA,NA,757
"E4_LACTOCON","Congenital lactase deficiency","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,84,420066,NA,NA,758
"E4_LACTONAS","Lactose intolerance, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,1020,420066,NA,NA,759
"E4_LIPODYST","Lipodystrophy, not elsewhere classified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,51,420066,NA,NA,760
"E4_LIPOMATOSIS","Lipomatosis, not elsewhere classified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,96,420066,NA,NA,761
"E4_LIPOPROT","Disorders of lipoprotein metabolism and other lipidaemias","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,59366,420066,NA,NA,762
"E4_LIPOPROTNAS","Disorder of lipoprotein metabolism, unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,5471,420066,NA,NA,763
"E4_LOCALADIP","Localized adiposity","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,172,468693,NA,NA,764
"E4_MALNUTRITION","Malnutrition","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,670,499678,NA,NA,765
"E4_MARAKWASH","Marasmic kwashiorkor","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,77,499678,NA,NA,766
"E4_MARASMUS","Nutritional marasmus","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,55,499678,NA,NA,767
"E4_METABOLIA","Metabolic disorders","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,80282,420066,NA,NA,768
"E4_METABONAS","Metabolic disorder, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,102,420066,NA,NA,769
"E4_MG_DEF","Magnesium deficiency","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,94,467142,NA,NA,770
"E4_MG_MET","Disorders of magnesium metabolism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,230,420066,NA,NA,771
"E4_MINERAL_MET","Disorders of mineral metabolism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,3094,420066,NA,NA,772
"E4_MINERAL_METNAS","Disorder of mineral metabolism, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,78,420066,NA,NA,773
"E4_NONTOXIC_THYROID","Nontoxic goitre/thyroid nodule","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,12852,487496,NA,NA,774
"E4_NUTRI_DEF_NAS","Other specified/unspecified nutritional deficiencies","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,258,467142,NA,NA,775
"E4_OBESITY","Obesity","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,31499,468693,NA,NA,776
"E4_OBESITYCAL","Obesity due to excess calories","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,22389,468849,NA,NA,777
"E4_OBESITYDRUG","Drug-induced obesity","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,316,468849,NA,NA,778
"E4_OBESITYNAS","Obesity, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,15896,468849,NA,NA,779
"E4_OBESITYXTRMALV","Extreme obesity with alveolar hypoventilation","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,1415,468849,NA,NA,780
"E4_ODANDRO","Ovarian dysfunction: androgen excess","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,55,267780,NA,NA,781
"E4_OVARDYS","Ovarian dysfunction","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,3045,267780,NA,NA,782
"E4_OVARDYSNAS","Ovarian dysfunction, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,202,267780,NA,NA,783
"E4_OVARFAIL","Primary ovarian failure","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,655,267780,NA,NA,784
"E4_PANCSECNAS","Disorder of pancreatic internal secretion, other and/or unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,250,496961,NA,NA,785
"E4_PARANAS","Disorders of parathyroid gland, other and/or unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,234,479069,NA,NA,786
"E4_PARATHYRO","Disorders of parathyroid gland","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,8655,479069,NA,NA,787
"E4_PCOS","Polycystic ovarian syndrome","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,2214,267780,NA,NA,788
"E4_PCOS_BROAD","Polycystic ovarian syndrome, broad definition","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,4810,273021,NA,NA,789
"E4_PHOS_MET","Disorders of phosphorus metabolism and phosphatases","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,161,420066,NA,NA,790
"E4_PITUDISNAS","Disorders of pituitary gland, other and/or unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,207,479069,NA,NA,791
"E4_PLASMAPROT","Disorders of plasma-protein metabolism, not elsewhere classified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,242,420066,NA,NA,792
"E4_PORBILIR","Disorders of porphyrin and bilirubin metabolism","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,405,420066,NA,NA,793
"E4_PORPHYNAS","Other porphyria","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,60,420066,NA,NA,794
"E4_PRECOXCENTPUB","Precocious central puberty","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,219,479069,NA,NA,795
"E4_PREPUB","Precocious puberty","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,176,479069,NA,NA,796
"E4_PROTMALMODMILD","Protein-energy malnutrition of moderate and mild degree","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,266,499678,NA,NA,797
"E4_PROTMALNAS","Unspecified protein-energy malnutrition","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,172,499678,NA,NA,798
"E4_PROTMALSEVERNAS","Unspecified severe protein-energy malnutrition","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,57,499678,NA,NA,799
"E4_PUBDISNAS","Disorders of puberty, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,138,479069,NA,NA,800
"E4_SEQUMAL","Sequelae of malnutrition and other nutritional deficiencies","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,78,467142,NA,NA,801
"E4_TESTICDYSNAS","Testicular dysfunction, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,146,211289,NA,NA,802
"E4_TESTICHYPO","Testicular hypofunction","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,1107,211289,NA,NA,803
"E4_THIA_DEF","Thiamine deficiency","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,184,467142,NA,NA,804
"E4_THYCRISIS","Thyroid crisis or storm","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,85,424208,NA,NA,805
"E4_THYMUSDIS","Diseases of thymus","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,89,479069,NA,NA,806
"E4_THYMUSDISNAS","Disease of thymus, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,57,479069,NA,NA,807
"E4_THYROID","Disorders of the thyroid gland","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,76140,424208,NA,NA,808
"E4_THYROIDITACU","Acute thyroiditis","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,143,424208,NA,NA,809
"E4_THYROIDITAUTOIM","Autoimmune thyroiditis","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,688,424208,NA,NA,810
"E4_THYROIDITCHRON","Chronic thyroiditis","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,141,424208,NA,NA,811
"E4_THYROIDITDRUG","Drug-induced thyroiditis","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,73,424208,NA,NA,812
"E4_THYROIDITNAS","Thyroiditis, unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,556,424208,NA,NA,813
"E4_THYROIDITSUBAC","Subacute thyroiditis","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,1325,424208,NA,NA,814
"E4_THYROIDNASOTH","Disorder of thyroid, unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,446,424208,NA,NA,815
"E4_THYTOXFAC","Thyrotoxicosis factitia","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,107,489345,NA,NA,816
"E4_THYTOXGOITDIF","Thyrotoxicosis with diffuse goitre","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,5996,424208,NA,NA,817
"E4_THYTOXGOITMULT","Thyrotoxicosis with toxic multinodular goitre","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,2149,489345,NA,NA,818
"E4_THYTOXNOD","Thyrotoxicosis with toxic single thyroid nodule","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,301,489345,NA,NA,819
"E4_VIT_A_DEF","Vitamin A deficiency","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,160,467142,NA,NA,820
"E4_VIT_B_DEF","Deficiency of other B group vitamins","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,763,467142,NA,NA,821
"E4_VIT_D_DEF","Vitamin D deficiency","IV Endocrine, nutritional and metabolic diseases (E4_)",NA,NA,NA,NA,NA,614,467142,NA,NA,822
"EHEC","Enterohaemorrhagic Escherichia coli infection","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,53,492689,NA,NA,823
"ENTEROPATH_E_COLI","Enteropathogenic Escherichia coli infection","I Certain infectious and parasitic diseases (AB1_)",NA,NA,NA,NA,NA,96,492689,NA,NA,824
"EPILEPTIC_SEIZU_RELATED_DRUGS","Epileptic seizures related to drugs","VI Diseases of the nervous system (G6_)",NA,NA,NA,NA,NA,104,500244,NA,NA,825
"EPISEIZALCO","Epileptic seizures related to alcohol","Alcohol related diseases",NA,NA,NA,NA,NA,206,500142,NA,NA,826
"ERECTILE_DYSFUNCTION","Erectile dysfunction","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,2886,215272,NA,NA,827
"ESOSINOPHIL_DISEASE","Eosinophilic disease (BM)","III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)",NA,NA,NA,NA,NA,546,272877,NA,NA,828
"EVER_SMOKER","Ever smoker","Miscellaneous, not yet classified endpoints",NA,NA,NA,NA,NA,145409,150355,NA,NA,829
"F5_ADHD","Disturbance of activity and attention","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,4452,490708,NA,NA,830
"F5_AGORAPHOBIA","Agoraphobia","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,1290,444414,NA,NA,831
"F5_ALCOHOL_DEPENDENCE","Alcohol dependence","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,12599,468475,NA,NA,832
"F5_ALLANXIOUS","All anxiety disorders","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,35875,444414,NA,NA,833
"F5_ALZHDEMENT","Dementia in Alzheimer disease","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,7968,469981,NA,NA,834
"F5_ANAPER","Anankastic personality disorder","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,1468,486464,NA,NA,835
"F5_ANOREX","Anorexia (incl.atypical)","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,2621,484901,NA,NA,836
"F5_ANXIETY","Other anxiety disorders","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,24643,444414,NA,NA,837
"F5_ANXPER","Anxious personality disorder","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,730,486464,NA,NA,838
"F5_BEHAVE","Behavioural syndromes associated with physiological disturbances and physical factors","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,15447,484901,NA,NA,839
"F5_BEHEMOCHILD","Behavioural and emotional disorders with onset usually occurring in childhood and adolescence","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,9640,490708,NA,NA,840
"F5_BULIMIA","Bulimia nervosa (incl. atypical)","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,1392,484901,NA,NA,841
"F5_CANNABIS","Mental and behavioural disorders due to cannabinoids","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,1168,491508,NA,NA,842
"F5_COCAINE","Mental and behavioural disorders due to cocaine","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,54,491508,NA,NA,843
"F5_DELIRIUM","Delirium, not induced by alcohol and other psychoactive substances","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,4381,469981,NA,NA,844
"F5_DELUSIO","Persistent delusional disorders","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,2953,484776,NA,NA,845
"F5_DEMENTIA","Dementia","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,24864,469981,NA,NA,846
"F5_DEMENTIA_INCLAVO","Dementia, including avohilmo","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,26681,473667,NA,NA,847
"F5_DEMINOTH","Dementia in other diseases classified elsewhere","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,1607,469981,NA,NA,848
"F5_DEMNAS","Unspecified dementia","V Mental and behavioural disorders (F5_)",NA,NA,NA,NA,NA,5388,469981,NA,NA,849
